,Artist,Song,Class,probability_vector,label_vector
1100,Elizabeth LaFavre,Faith Hunter,Funny,"[0.10010525584220886, 0.2186993658542633, 0.11433851718902588, 0.18199101090431213, 8.202868775697425e-05, 0.016015082597732544, 0.5137740969657898]","[0, 0, 0, 0, 0, 0, 1]"
1101,B-Ly & WillFake,Calling The Targets,Funny,"[0.014851182699203491, 0.026415467262268066, 0.009677231311798096, 0.05684557557106018, 9.698469582986036e-09, 0.00033611059188842773, 0.6987273693084717]","[0, 0, 0, 0, 0, 0, 1]"
1102,George Orwell,"Nineteen Eighty-Four (Book 1, Chapter 1)",Funny,"[1.0741068624808836e-11, 2.8750979375047336e-09, 2.079954623519873e-14, 4.4157903289487876e-07, 0.0, 3.781462064852065e-26, 0.9976922869682312]","[0, 0, 0, 0, 0, 0, 1]"
1103,Gratis Minds,GROVER,Funny,"[0.09213876724243164, 0.11247441172599792, 0.04254034161567688, 0.3054489493370056, 2.1321176973287947e-05, 0.03445419669151306, 0.37758684158325195]","[0, 0, 0, 0, 0, 0, 1]"
1104,Genius Users,Classic Thread Archive,Funny,"[0.07237809896469116, 0.10996082425117493, 0.0506187379360199, 0.2569388151168823, 3.5308472433825955e-05, 0.03953516483306885, 0.5410063862800598]","[0, 0, 0, 0, 0, 0, 1]"
1105,Carol Ann Duffy,The Laughter of Stafford Girl’s High,Funny,"[0.07500952482223511, 0.09924778342247009, 0.0573691725730896, 0.07528454065322876, 4.3099129243273637e-07, 0.0007665157318115234, 0.5518439412117004]","[0, 0, 0, 0, 0, 0, 1]"
1106,ScopeY,Almost Every Movie I’ve Watched,Funny,"[0.1510077714920044, 0.309011846780777, 0.1806134581565857, 0.291460782289505, 0.005462020635604858, 0.07425612211227417, 0.4930594265460968]","[0, 0, 0, 0, 0, 0, 1]"
1107,Conway Twitty,After All the Good Is Gone,Funny,"[0.2961887717247009, 0.4004191756248474, 0.3257994055747986, 0.41889235377311707, 0.04725676774978638, 0.1596100926399231, 0.39994102716445923]","[0, 0, 0, 1, 0, 0, 0]"
1108,​oscarrr,All the songs i enjoy listening to because i feel like making it,Funny,"[0.19761034846305847, 0.19146934151649475, 0.09649068117141724, 0.25023937225341797, 0.0004673302173614502, 0.029894143342971802, 0.5004398226737976]","[0, 0, 0, 0, 0, 0, 1]"
1109,Hossein Amini,Drive,Funny,"[0.03979957103729248, 0.039725661277770996, 0.010631978511810303, 0.0275440514087677, 1.3242098475529929e-06, 0.0021385550498962402, 0.6208545565605164]","[0, 0, 0, 0, 0, 0, 1]"
1110,Cata-Lust,Un-Titled,Funny,"[0.0903429388999939, 0.14192137122154236, 0.09849902987480164, 0.11850714683532715, 1.629255712032318e-05, 0.029862582683563232, 0.45140260457992554]","[0, 0, 0, 0, 0, 0, 1]"
1111,Montague Summers,"The Vampire, His Kith And Kin - Chapter 5",Funny,"[9.378790309710894e-06, 0.0002982914447784424, 2.4989758458104916e-06, 0.0012019574642181396, 3.3788414561779476e-23, 5.78531309230329e-13, 0.9574475288391113]","[0, 0, 0, 0, 0, 0, 1]"
1112,Arthur Miller,Act One (An Overture),Funny,"[1.5687806808273308e-05, 3.299339005025104e-05, 5.363144737202674e-07, 0.00026741623878479004, 7.400196866795202e-23, 5.680424013110308e-12, 0.9379870295524597]","[0, 0, 0, 0, 0, 0, 1]"
1113,Frank McCourt,Angela’s Ashes,Funny,"[0.00014343857765197754, 0.00016069412231445312, 2.9423208616208285e-06, 0.001075446605682373, 1.2464696601062777e-20, 4.406698617120952e-11, 0.8452595472335815]","[0, 0, 0, 0, 0, 0, 1]"
1114,Sam Hamm,Batman 2 (early draft),Funny,"[0.09152740240097046, 0.11418470740318298, 0.020615190267562866, 0.08489969372749329, 4.232844332818786e-07, 0.001560598611831665, 0.595408022403717]","[0, 0, 0, 0, 0, 0, 1]"
1115,George Orwell,"1984: Book Three, Chapter Two",Funny,"[3.686980960537767e-07, 0.00010740410652942955, 2.5162623273899953e-07, 0.0007618367671966553, 1.9275882001620086e-29, 1.0931778418143794e-14, 0.9066594839096069]","[0, 0, 0, 0, 0, 0, 1]"
1116,Marcel Proust,Names of People (Chapter 1),Funny,"[6.0750117772661455e-15, 2.372060610000143e-13, 4.055567023180047e-20, 1.5293764518697905e-11, 0.0, 0.0, 0.9999740719795227]","[0, 0, 0, 0, 0, 0, 1]"
1117,James Joyce,Ulysses (Chap. 15 - Circe),Funny,"[0.0001205111329909414, 0.0009438693523406982, 2.6833184165298007e-05, 0.00026670098304748535, 1.1950770647454182e-16, 3.9308275745497667e-07, 0.7247378826141357]","[0, 0, 0, 0, 0, 0, 1]"
1118,​peaker,Contribution Log,Funny,"[0.34295371174812317, 0.23750150203704834, 0.1731521189212799, 0.2503770887851715, 0.008221447467803955, 0.14873665571212769, 0.49616047739982605]","[0, 0, 0, 0, 0, 0, 1]"
1119,The Jokerr,The Rafters,Funny,"[0.016462206840515137, 0.10564562678337097, 0.0407140851020813, 0.18577426671981812, 2.6206217285107414e-07, 0.0010460317134857178, 0.00567200779914856]","[0, 0, 0, 1, 0, 0, 0]"
1120,Ray Bradbury,June 2001: —And The Moon Be Still As Bright,Funny,"[0.0023822784423828125, 0.0003585219383239746, 3.562037454685196e-05, 0.0018582642078399658, 2.1543412405818417e-18, 1.2922477532484322e-09, 0.7850539684295654]","[0, 0, 0, 0, 0, 0, 1]"
1121,AGenius,AΩKIGAHARA | 青木ヶ原 (59 NΩΩSES),Funny,"[0.013228923082351685, 0.01815420389175415, 0.0025655925273895264, 0.0862700343132019, 1.9249798977050148e-10, 0.0005855560302734375, 0.6226852536201477]","[0, 0, 0, 0, 0, 0, 1]"
1122,Rare Breed Entertainment,B Magic vs. Syah,Funny,"[0.04591813683509827, 0.03224056959152222, 0.038827210664749146, 0.2694419324398041, 1.684256858425215e-07, 0.05845120549201965, 0.15557152032852173]","[0, 0, 0, 1, 0, 0, 0]"
1123,​billy woods,Headband,Funny,"[0.04621723294258118, 0.08172625303268433, 0.03525450825691223, 0.23315206170082092, 1.0711165714383242e-06, 0.01075512170791626, 0.5425696969032288]","[0, 0, 0, 0, 0, 0, 1]"
1124,Kabuto The Python,Sequential Art,Funny,"[0.04714199900627136, 0.09767776727676392, 0.04813280701637268, 0.23131462931632996, 7.745051334495656e-06, 0.024761557579040527, 0.06600525975227356]","[0, 0, 0, 1, 0, 0, 0]"
1125,William Faulkner,"Absalom, Absalom! (Chapter VI)",Funny,"[7.2667388682193e-21, 4.564356124438611e-20, 5.64582942745537e-26, 1.032778124631338e-13, 0.0, 0.0, 0.9999943971633911]","[0, 0, 0, 0, 0, 0, 1]"
1126,King James II,Second Virginia Charter,Funny,"[2.3747301383991726e-05, 6.22145744273439e-05, 1.0853781873265689e-07, 0.002890467643737793, 5.308206534820014e-23, 7.510045509735372e-14, 0.9161501526832581]","[0, 0, 0, 0, 0, 0, 1]"
1127,Marcel Proust,A visit from Albertine (Chapter 2),Funny,"[1.5315622034495213e-12, 1.0450540433026845e-09, 1.4485300166375975e-13, 3.511575243919651e-07, 0.0, 2.9931241386852143e-29, 0.9992184638977051]","[0, 0, 0, 0, 0, 0, 1]"
1128,Eraserheads,With A Smile,Funny,"[0.1708034873008728, 0.3166564106941223, 0.26617002487182617, 0.2188824713230133, 0.002822667360305786, 0.02750539779663086, 0.016196459531784058]","[0, 1, 0, 0, 0, 0, 0]"
1129,Jean-Paul Sartre,No Exit (Huis Clos),Funny,"[0.0009976625442504883, 0.026656419038772583, 0.002005249261856079, 0.015568047761917114, 6.480201791836393e-11, 1.2868606518168235e-06, 0.6807072758674622]","[0, 0, 0, 0, 0, 0, 1]"
1130,W. A. Clouston,The Book of Noodles: Chapter 5,Funny,"[0.0014085173606872559, 0.0006277561187744141, 1.3152385918147047e-06, 0.0009958446025848389, 4.8995487725732776e-20, 1.704101165733718e-10, 0.8365613222122192]","[0, 0, 0, 0, 0, 0, 1]"
1131,CoryxKenshin,Left Cheek,Funny,"[0.3382524251937866, 0.3503270745277405, 0.29250991344451904, 0.3818984627723694, 0.06086423993110657, 0.27870869636535645, 0.45661330223083496]","[0, 0, 0, 0, 0, 0, 1]"
1132,Genius,January 2021 Singles Release Calendar,Funny,"[0.10524627566337585, 0.24861198663711548, 0.14386722445487976, 0.20480957627296448, 0.0007251501083374023, 0.03548136353492737, 0.12365162372589111]","[0, 1, 0, 0, 0, 0, 0]"
1133,James Joyce,Finnegan’s Wake (Chap. 2.1),Funny,"[5.271016334518208e-07, 1.2384213050609105e-06, 2.8186226685988913e-09, 2.598253558971919e-06, 1.8434139143793576e-35, 7.010386064425027e-20, 0.8564708828926086]","[0, 0, 0, 0, 0, 0, 1]"
1134,Babylonian Law,The Code of Hammurabi,Funny,"[0.00011190947407158092, 7.580266537843272e-05, 2.668442959929962e-07, 8.935331425163895e-05, 8.866755781109042e-21, 6.728942403277927e-11, 0.8882654905319214]","[0, 0, 0, 0, 0, 0, 1]"
1135,Beautiful Eulogy,Slain,Funny,"[0.008312106132507324, 0.13785552978515625, 0.033431053161621094, 0.09821301698684692, 5.176689683139557e-06, 0.0004590153694152832, 0.5593711733818054]","[0, 0, 0, 0, 0, 0, 1]"
1136,Static-P,Detective Detective,Funny,"[0.04131954908370972, 0.1969384253025055, 0.08697694540023804, 0.19513347744941711, 5.6548942666267976e-05, 0.01347002387046814, 0.5300107598304749]","[0, 0, 0, 0, 0, 0, 1]"
1137,9sense,Don’t touch me,Funny,"[0.09824833273887634, 0.12355160713195801, 0.06897297501564026, 0.3356471657752991, 2.477738235029392e-05, 0.07347756624221802, 0.5291900038719177]","[0, 0, 0, 0, 0, 0, 1]"
1138,Washington Irving,"The Sketch Book of Geoffrey Crayon, Gent. (Chap. 26)",Funny,"[5.005533694202313e-06, 3.6549006381392246e-06, 2.3773209179012156e-08, 7.963799362187274e-06, 7.420143520356575e-33, 2.432507398127552e-17, 0.9839661121368408]","[0, 0, 0, 0, 0, 0, 1]"
1139,Genius Lists,Songs Based On Historical Events,Funny,"[0.0836406946182251, 0.054323792457580566, 0.007596403360366821, 0.11923220753669739, 7.489838083074574e-09, 0.0005198419094085693, 0.5963188409805298]","[0, 0, 0, 0, 0, 0, 1]"
1140,Charlotte Brontë,Villette (Chap. 16),Funny,"[6.731696657880093e-07, 2.2041347619961016e-05, 4.052166602264151e-08, 5.83214387006592e-06, 1.5187904230138316e-32, 3.4621566990224546e-19, 0.9569774270057678]","[0, 0, 0, 0, 0, 0, 1]"
1141,Aristotle,The History of Animals - Book VIII,Funny,"[0.08605781197547913, 0.03832176327705383, 0.014663934707641602, 0.08226555585861206, 6.669765184597054e-08, 0.00018745660781860352, 0.6114141941070557]","[0, 0, 0, 0, 0, 0, 1]"
1142,Michel de Montaigne,Essays of Michel de Montaigne (Chap. 2.12),Funny,"[1.5423003318915107e-08, 1.0073524208564777e-05, 6.24496099277394e-09, 1.7023512555169873e-05, 7.2810531017904555e-37, 1.8632653252992174e-21, 0.9713970422744751]","[0, 0, 0, 0, 0, 0, 1]"
1143,Talibah,Delusional,Funny,"[0.0824737548828125, 0.14809197187423706, 0.07353952527046204, 0.34731540083885193, 0.00014513731002807617, 0.04194203019142151, 0.07275193929672241]","[0, 0, 0, 1, 0, 0, 0]"
1144,Walt Whitman,Passage to India,Funny,"[0.0688435435295105, 0.14273682236671448, 0.055459946393966675, 0.05295830965042114, 1.958568645932246e-05, 0.001963108777999878, 0.5505566596984863]","[0, 0, 0, 0, 0, 0, 1]"
1145,Friedrich Engels,The Condition of the Working-Class in England (Chap. 8),Funny,"[2.1644541898808295e-13, 7.409884338061001e-12, 1.2615879942792348e-17, 2.1713881324103568e-06, 0.0, 5.206120412857314e-35, 0.9991757869720459]","[0, 0, 0, 0, 0, 0, 1]"
1146,Veysel,Futura,Funny,"[0.1630013883113861, 0.23922625184059143, 0.09904617071151733, 0.22266462445259094, 0.0024403929710388184, 0.038327544927597046, 0.5022773742675781]","[0, 0, 0, 0, 0, 0, 1]"
1147,University of Chicago,Chicago Police Torture Summary of Evidence,Funny,"[1.1767207070079166e-05, 0.00010428683162899688, 9.346846354674199e-07, 0.013735145330429077, 7.307650860838293e-23, 1.315853259686861e-10, 0.9430487751960754]","[0, 0, 0, 0, 0, 0, 1]"
1148,Genius Brasil,Gigantes & Bluesman: o rap como reafirmação do negro e como exercício de imaginação afrodiaspórica,Funny,"[0.05911928415298462, 0.07800507545471191, 0.04168766736984253, 0.13610848784446716, 0.0003389418125152588, 0.004784971475601196, 0.5285957455635071]","[0, 0, 0, 0, 0, 0, 1]"
1149,John Brown @KingOfDaBurbz,Dedication,Funny,"[0.09098851680755615, 0.1307428479194641, 0.08998557925224304, 0.3065325617790222, 0.00010055110760731623, 0.053775936365127563, 0.3566054701805115]","[0, 0, 0, 0, 0, 0, 1]"
1150,Johanna Drucker,From A to Screen,Funny,"[1.3851965581512804e-11, 6.704399813095563e-10, 1.5680996269269026e-13, 7.574097793394685e-08, 0.0, 4.380600458660666e-27, 0.9922125339508057]","[0, 0, 0, 0, 0, 0, 1]"
1151,Cathy Kelly,The House On Willow Street,Funny,"[8.787666956777684e-06, 0.0004967749118804932, 1.7698453120829072e-06, 0.0012187957763671875, 2.1517323460493857e-23, 1.233466996077015e-12, 0.8435406684875488]","[0, 0, 0, 0, 0, 0, 1]"
1152,Genius,October 2018 Album Release Calendar,Funny,"[0.05348309874534607, 0.15160539746284485, 0.07895219326019287, 0.13668185472488403, 0.00012823939323425293, 0.02190759778022766, 0.5250253677368164]","[0, 0, 0, 0, 0, 0, 1]"
1153,LORD LOONEY,Night,Funny,"[0.07089182734489441, 0.0827120840549469, 0.06033661961555481, 0.2134842574596405, 1.4624247341998853e-05, 0.012906402349472046, 0.4979625642299652]","[0, 0, 0, 0, 0, 0, 1]"
1154,Toni Morrison,Recitatif,Funny,"[5.2557370509020984e-05, 0.00016561150550842285, 4.73530417366419e-06, 0.0003319382667541504, 1.9596733463485482e-25, 5.752742574839653e-13, 0.7741308212280273]","[0, 0, 0, 0, 0, 0, 1]"
1155,Rick Ross,Sixteen,Funny,"[0.04209625720977783, 0.0720360279083252, 0.01670578122138977, 0.20317265391349792, 5.982278139526898e-07, 0.014274775981903076, 0.5838508605957031]","[0, 0, 0, 0, 0, 0, 1]"
1156,Meshauwn,Rude,Funny,"[0.036846667528152466, 0.024204105138778687, 0.014394789934158325, 0.33620965480804443, 1.1424136800997076e-06, 0.014375925064086914, 0.6067498326301575]","[0, 0, 0, 0, 0, 0, 1]"
1157,Jair Robinson,What’s Yo Name Gurl,Funny,"[0.05638760328292847, 0.08873569965362549, 0.10637626051902771, 0.1986287534236908, 6.664345710305497e-05, 0.03247019648551941, 0.5252757668495178]","[0, 0, 0, 0, 0, 0, 1]"
1158,FINNEAS,The Kids Are All Dying,Funny,"[0.10635572671890259, 0.24793729186058044, 0.08169209957122803, 0.2424163520336151, 0.0018327534198760986, 0.019321471452713013, 0.027252197265625]","[0, 1, 0, 0, 0, 0, 0]"
1159,Fyodor Dostoevsky,The Possessed (Chap. 2.10),Funny,"[4.077501447596887e-09, 5.751509775109298e-07, 1.5683083998130343e-10, 2.7518703063833527e-05, 3.076986582247541e-38, 7.317613606091383e-22, 0.9928771257400513]","[0, 0, 0, 0, 0, 0, 1]"
1160,Potter Payper,Longtime,Funny,"[0.03442215919494629, 0.023777365684509277, 0.009524136781692505, 0.13835513591766357, 5.636695163957484e-07, 0.0025118589401245117, 0.5606709718704224]","[0, 0, 0, 0, 0, 0, 1]"
1161,Def Ill,Bandersnatch,Funny,"[0.10916569828987122, 0.14270871877670288, 0.07091543078422546, 0.27441418170928955, 0.00032642483711242676, 0.052344679832458496, 0.5120992064476013]","[0, 0, 0, 0, 0, 0, 1]"
1162,​oscarrr,All of the good songs except the first one broke my computer so i started a new one,Funny,"[0.18345588445663452, 0.25943219661712646, 0.19221439957618713, 0.2714459002017975, 0.005301117897033691, 0.07811862230300903, 0.4170183837413788]","[0, 0, 0, 0, 0, 0, 1]"
1163,Genius,September 2021 Singles Release Calendar,Funny,"[0.057525843381881714, 0.34216558933258057, 0.06393209099769592, 0.13721174001693726, 5.380886432249099e-05, 0.006848663091659546, 0.021832942962646484]","[0, 1, 0, 0, 0, 0, 0]"
1164,Genius,February 2021 Singles Release Calendar,Funny,"[0.12113124132156372, 0.18446305394172668, 0.14870014786720276, 0.2147011160850525, 0.00018873810768127441, 0.01857408881187439, 0.5049968361854553]","[0, 0, 0, 0, 0, 0, 1]"
1165,Juice WRLD,Juice WRLD Hour Freestyle of Fire Over Eminem Beats,Funny,"[0.08698531985282898, 0.07977494597434998, 0.052877455949783325, 0.20499607920646667, 1.231408714374993e-05, 0.07058864831924438, 0.536243200302124]","[0, 0, 0, 0, 0, 0, 1]"
1166,​​​vintagewashingmachine,Every Album I Listened To In 2021,Funny,"[0.15258023142814636, 0.1899292767047882, 0.10345745086669922, 0.21665409207344055, 0.000959932804107666, 0.019147664308547974, 0.5004021525382996]","[0, 0, 0, 0, 0, 0, 1]"
1167,GQ,Do This Forever,Funny,"[0.0160941481590271, 0.08098813891410828, 0.04783511161804199, 0.16588956117630005, 4.435817686498922e-07, 0.006046652793884277, 0.5842878818511963]","[0, 0, 0, 0, 0, 0, 1]"
1168,Kjell Höglund,Miramar,Funny,"[0.34209132194519043, 0.38186144828796387, 0.3215479850769043, 0.39040499925613403, 0.11245620250701904, 0.28503960371017456, 0.43969643115997314]","[0, 0, 0, 0, 0, 0, 1]"
1169,Kevin Williamson,Scream (Screenplay),Funny,"[0.0972382128238678, 0.14836296439170837, 0.11306217312812805, 0.1415884792804718, 6.202523945830762e-05, 0.006678640842437744, 0.5816813707351685]","[0, 0, 0, 0, 0, 0, 1]"
1170,The Supreme Court of the United States,DeShaney v. Winnebago County Dept. of Social Servs.,Funny,"[5.973116667945533e-09, 6.466778046387844e-08, 5.694471803818768e-12, 0.001409679651260376, 0.0, 2.6180814071341716e-20, 0.9957771301269531]","[0, 0, 0, 0, 0, 0, 1]"
1171,Ralph Ellison,Invisible Man (Chap. 1: ”Battle Royal”),Funny,"[2.3965514017731948e-08, 2.5767803890630603e-06, 4.100986217281388e-09, 1.6611577393632615e-06, 0.0, 6.261937665797533e-19, 0.9814674854278564]","[0, 0, 0, 0, 0, 0, 1]"
1172,The Cross Movement,Send Me,Funny,"[0.011592119932174683, 0.03360855579376221, 0.011741697788238525, 0.07495748996734619, 2.9264785039728736e-10, 0.00011219051521038637, 0.7605034112930298]","[0, 0, 0, 0, 0, 0, 1]"
1173,Chris Knight,Mexican Home,Funny,"[0.07679367065429688, 0.28799527883529663, 0.1071644127368927, 0.1807193160057068, 0.0007835328578948975, 0.01845264434814453, 0.3748008608818054]","[0, 0, 0, 0, 0, 0, 1]"
1174,Gente De Borgata,La Gente Ce Lo Sa,Funny,"[0.30297407507896423, 0.2894655764102936, 0.19608855247497559, 0.26407650113105774, 0.013118624687194824, 0.09276562929153442, 0.30990341305732727]","[0, 0, 0, 0, 0, 0, 1]"
1175,Don Poldon,Fuerdai,Funny,"[0.10386964678764343, 0.19575762748718262, 0.09079685807228088, 0.29623842239379883, 0.0017716288566589355, 0.028244733810424805, 0.4594917297363281]","[0, 0, 0, 0, 0, 0, 1]"
1176,James Joyce,Finnegan’s Wake (Chap. 1.6),Funny,"[6.242250385888508e-15, 8.175652131204095e-14, 1.6193727259659811e-18, 1.5026181254124138e-12, 0.0, 0.0, 0.999900221824646]","[0, 0, 0, 0, 0, 0, 1]"
1177,Bernhoft,Don’t Let Me Go,Funny,"[0.1636122167110443, 0.3464089035987854, 0.12640947103500366, 0.19061127305030823, 0.002551436424255371, 0.024490296840667725, 0.14564117789268494]","[0, 1, 0, 0, 0, 0, 0]"
1178,Boog Brown & Apollo Brown,Friends Like These,Funny,"[0.0384708046913147, 0.1360785961151123, 0.06725439429283142, 0.306308388710022, 2.2725775124854408e-05, 0.00677761435508728, 0.008730649948120117]","[0, 0, 0, 1, 0, 0, 0]"
1179,Nuestro Pequeño Mundo,Down in the Coal Mine,Funny,"[0.1196332573890686, 0.24301835894584656, 0.11785206198692322, 0.12348365783691406, 9.258838690584525e-05, 0.017505168914794922, 0.5190705060958862]","[0, 0, 0, 0, 0, 0, 1]"
1180,HAEVN,Where The Heart Is,Funny,"[0.12008383870124817, 0.377316415309906, 0.3003433346748352, 0.1978473961353302, 0.003769814968109131, 0.08908542990684509, 0.5107238292694092]","[0, 0, 0, 0, 0, 0, 1]"
1181,Sk3whooa & Seekst,On The Board,Funny,"[0.17511498928070068, 0.1449994444847107, 0.1029888391494751, 0.29696935415267944, 0.00018399953842163086, 0.07986080646514893, 0.5342605113983154]","[0, 0, 0, 0, 0, 0, 1]"
1182,​pixithepixie,IRON FIST,Funny,"[0.009846866130828857, 0.02877044677734375, 0.007088154554367065, 0.21450817584991455, 3.732553821578222e-08, 0.001480400562286377, 0.7355269193649292]","[0, 0, 0, 0, 0, 0, 1]"
1183,Samuel Johnson,Life of Milton,Funny,"[2.738476723607164e-05, 0.0002384483814239502, 1.36330459099554e-06, 0.004538893699645996, 3.558597297384487e-24, 6.712514116595514e-13, 0.9575780630111694]","[0, 0, 0, 0, 0, 0, 1]"
1184,Sherlock (BBC),A Study in Pink Script,Funny,"[0.005093097686767578, 0.010140538215637207, 0.0012836158275604248, 0.006502777338027954, 2.459642190442979e-13, 3.857989213429391e-06, 0.7112939357757568]","[0, 0, 0, 0, 0, 0, 1]"
1185,James Joyce,Finnegans Wake (Chap. 1.3),Funny,"[6.831828505693416e-12, 1.8881713900742447e-11, 3.9455358489410826e-16, 1.0535177175086119e-09, 0.0, 9.769542013243357e-31, 0.9968931674957275]","[0, 0, 0, 0, 0, 0, 1]"
